2021-10-28 13:45:21,110 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-10-28 13:45:21,136 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-10-28 13:45:21,139 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-10-28 13:45:21,141 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-10-28 13:45:21,144 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-10-28 13:45:21,146 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-10-28 13:45:21,148 INFO  SwAddin.cs: 201 - Setting up command manager
2021-10-28 13:45:21,150 INFO  SwAddin.cs: 204 - Adding command manager
2021-10-28 13:45:21,154 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-10-28 13:45:21,156 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-10-28 13:45:21,158 INFO  SwAddin.cs: 210 - Adding event handlers
2021-10-28 13:45:21,162 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-10-28 13:47:37,991 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2021-10-28 13:47:37,994 INFO  SwAddin.cs: 299 - Save is required
2021-10-28 13:47:37,996 INFO  SwAddin.cs: 313 - Saving assembly
2021-10-28 13:47:37,997 INFO  SwAddin.cs: 316 - Opening property manager
2021-10-28 13:47:38,007 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2021-10-28 13:47:38,011 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Assem1
2021-10-28 13:47:38,013 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Assem1
2021-10-28 13:47:38,015 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-28 13:47:38,018 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-28 13:47:38,020 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from u005 - v1-1
2021-10-28 13:47:38,022 INFO  ExportHelperExtension.cs: 1136 - Found 25 in u005 - v1-1
2021-10-28 13:47:38,024 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in u005 - v1-1
2021-10-28 13:47:38,026 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2021-10-28 13:47:38,027 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Assem1
2021-10-28 13:47:38,029 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2021-10-28 13:47:38,030 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-28 13:47:38,031 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-28 13:47:38,033 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from u005 - v1-1
2021-10-28 13:47:38,034 INFO  ExportHelperExtension.cs: 1136 - Found 25 in u005 - v1-1
2021-10-28 13:47:38,036 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in u005 - v1-1
2021-10-28 13:47:38,188 INFO  SwAddin.cs: 339 - Loading config tree
2021-10-28 13:47:38,193 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-10-28 13:47:38,198 INFO  SwAddin.cs: 344 - Showing property manager
2021-10-28 13:47:40,586 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-28 13:47:43,674 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2021-10-28 13:47:43,972 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2021-10-28 13:47:43,975 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Assem1
2021-10-28 13:47:43,977 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Assem1
2021-10-28 13:47:43,979 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-28 13:47:43,981 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-28 13:47:43,984 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from u005 - v1-1
2021-10-28 13:47:43,986 INFO  ExportHelperExtension.cs: 1136 - Found 25 in u005 - v1-1
2021-10-28 13:47:43,988 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in u005 - v1-1
2021-10-28 13:47:43,990 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2021-10-28 13:47:43,992 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Assem1
2021-10-28 13:47:43,995 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2021-10-28 13:47:43,998 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-28 13:47:44,000 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-28 13:47:44,002 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from u005 - v1-1
2021-10-28 13:47:44,004 INFO  ExportHelperExtension.cs: 1136 - Found 25 in u005 - v1-1
2021-10-28 13:47:44,006 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in u005 - v1-1
2021-10-28 13:47:44,077 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-28 13:47:45,327 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2021-10-28 13:47:45,331 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
